"district","town","precinct","NA.1","NA","NA.3","NA.2","votes"
"","Washington","Berlin",,"",100,"Mary Alice Mal Herbert",
"","Windsor","Bethel",,"",99,"Mary Alice Mal Herbert",
"","Essex","Bloomfield",,"",18,"Mary Alice Mal Herbert",
"","Chittenden","Bolton",,"",50,"Mary Alice Mal Herbert",
"","Orange","Bradford",,"",122,"Mary Alice Mal Herbert",
"","Orange","Braintree",,"",48,"Mary Alice Mal Herbert",
"","Rutland","Brandon",,"",183,"Mary Alice Mal Herbert",
"","Windham","Brattleboro",,"",368,"Mary Alice Mal Herbert",
"","Windham","Brattleboro",,"",398,"Mary Alice Mal Herbert",
"","Windham","Brattleboro",,"",344,"Mary Alice Mal Herbert",
"","Windsor","Bridgewater",,"",81,"Mary Alice Mal Herbert",
"","Addison","Bridport",,"",64,"Mary Alice Mal Herbert",
"","Essex","Brighton",,"",84,"Mary Alice Mal Herbert",
"","Addison","Bristol",,"",204,"Mary Alice Mal Herbert",
"","Orange","Brookfield",,"",87,"Mary Alice Mal Herbert",
"","Windham","Brookline",,"",47,"Mary Alice Mal Herbert",
"","Orleans","Brownington",,"",40,"Mary Alice Mal Herbert",
"","Essex","Brunswick",,"",5,"Mary Alice Mal Herbert",
"","Caledonia","Burke",,"",68,"Mary Alice Mal Herbert",
"","Chittenden","Burlington",,"",308,"Mary Alice Mal Herbert",
"","Chittenden","Burlington",,"",198,"Mary Alice Mal Herbert",
"","Chittenden","Burlington",,"",450,"Mary Alice Mal Herbert",
"","Chittenden","Burlington",,"",208,"Mary Alice Mal Herbert",
"","Chittenden","Burlington",,"",354,"Mary Alice Mal Herbert",
"","Chittenden","Burlington",,"",112,"Mary Alice Mal Herbert",
"","Chittenden","Burlington",,"",13,"Mary Alice Mal Herbert",
"","Washington","Cabot",,"",71,"Mary Alice Mal Herbert",
"","Washington","Calais",,"",86,"Mary Alice Mal Herbert",
"","Lamoille","Cambridge",,"",166,"Mary Alice Mal Herbert",
"","Essex","Canaan",,"",54,"Mary Alice Mal Herbert",
"","Rutland","Castleton",,"",211,"Mary Alice Mal Herbert",
"","Windsor","Cavendish",,"",110,"Mary Alice Mal Herbert",
"","Orleans","Charleston",,"",62,"Mary Alice Mal Herbert",
"","Chittenden","Charlotte",,"",134,"Mary Alice Mal Herbert",
"","Orange","Chelsea",,"",57,"Mary Alice Mal Herbert",
"","Windsor","Chester",,"",221,"Mary Alice Mal Herbert",
"","Rutland","Chittenden",,"",76,"Mary Alice Mal Herbert",
"","Rutland","Clarendon",,"",136,"Mary Alice Mal Herbert",
"","Chittenden","Colchester",,"",194,"Mary Alice Mal Herbert",
"","Chittenden","Colchester",,"",260,"Mary Alice Mal Herbert",
"","Essex","Concord",,"",72,"Mary Alice Mal Herbert",
"","Orange","Corinth",,"",82,"Mary Alice Mal Herbert",
"","Addison","Cornwall",,"",43,"Mary Alice Mal Herbert",
"","Orleans","Coventry",,"",48,"Mary Alice Mal Herbert",
"","Orleans","Craftsbury",,"",58,"Mary Alice Mal Herbert",
"","Rutland","Danby",,"",78,"Mary Alice Mal Herbert",
"","Caledonia","Danville",,"",96,"Mary Alice Mal Herbert",
"","Orleans","Derby",,"",202,"Mary Alice Mal Herbert",
"","Bennington","Dorset",,"",101,"Mary Alice Mal Herbert",
"","Windham","Dover",,"",120,"Mary Alice Mal Herbert",
"","Windham","Dummerston",,"",193,"Mary Alice Mal Herbert",
"","Washington","Duxbury",,"",54,"Mary Alice Mal Herbert",
"","Essex","East Haven",,"",30,"Mary Alice Mal Herbert",
"","Washington","East Montpelier",,"",107,"Mary Alice Mal Herbert",
"","Lamoille","Eden",,"",61,"Mary Alice Mal Herbert",
"","Lamoille","Elmore",,"",43,"Mary Alice Mal Herbert",
"","Franklin","Enosburgh",,"",119,"Mary Alice Mal Herbert",
"","Chittenden","Essex",,"",292,"Mary Alice Mal Herbert",
"","Chittenden","Essex",,"",307,"Mary Alice Mal Herbert",
"","Chittenden","Essex",,"",61,"Mary Alice Mal Herbert",
"","Rutland","Fair Haven",,"",147,"Mary Alice Mal Herbert",
"","Franklin","Fairfax",,"",214,"Mary Alice Mal Herbert",
"","Franklin","Fairfield",,"",71,"Mary Alice Mal Herbert",
"","Orange","Fairlee",,"",54,"Mary Alice Mal Herbert",
"","Washington","Fayston",,"",48,"Mary Alice Mal Herbert",
"","Addison","Ferrisburgh",,"",108,"Mary Alice Mal Herbert",
"","Franklin","Fletcher",,"",60,"Mary Alice Mal Herbert",
"","Franklin","Franklin",,"",55,"Mary Alice Mal Herbert",
"","Franklin","Georgia",,"",153,"Mary Alice Mal Herbert",
"","Orleans","Glover",,"",66,"Mary Alice Mal Herbert",
"","Addison","Goshen",,"",13,"Mary Alice Mal Herbert",
"","Windham","Grafton",,"",59,"Mary Alice Mal Herbert",
"","Essex","Granby",,"",5,"Mary Alice Mal Herbert",
"","Grand Isle","Grand Isle",,"",78,"Mary Alice Mal Herbert",
"","Addison","Granville",,"",15,"Mary Alice Mal Herbert",
"","Orleans","Greensboro",,"",32,"Mary Alice Mal Herbert",
"","Caledonia","Groton",,"",44,"Mary Alice Mal Herbert",
"","Essex","Guildhall",,"",12,"Mary Alice Mal Herbert",
"","Windham","Guilford",,"",205,"Mary Alice Mal Herbert",
"","Windham","Halifax",,"",67,"Mary Alice Mal Herbert",
"","Addison","Hancock",,"",25,"Mary Alice Mal Herbert",
"","Caledonia","Hardwick",,"",119,"Mary Alice Mal Herbert",
"","Windsor","Hartford",,"",115,"Mary Alice Mal Herbert",
"","Windsor","Hartford",,"",449,"Mary Alice Mal Herbert",
"","Windsor","Hartland",,"",194,"Mary Alice Mal Herbert",
"","Franklin","Highgate",,"",126,"Mary Alice Mal Herbert",
"","Chittenden","Hinesburg",,"",3,"Mary Alice Mal Herbert",
"","Chittenden","Hinesburg",,"",171,"Mary Alice Mal Herbert",
"","Orleans","Holland",,"",33,"Mary Alice Mal Herbert",
"","Rutland","Hubbardton",,"",48,"Mary Alice Mal Herbert",
"","Chittenden","Huntington",,"",92,"Mary Alice Mal Herbert",
"","Lamoille","Hyde Park",,"",118,"Mary Alice Mal Herbert",
"","Rutland","Ira",,"",18,"Mary Alice Mal Herbert",
"","Orleans","Irasburg",,"",41,"Mary Alice Mal Herbert",
"","Grand Isle","Isle La Motte",,"",31,"Mary Alice Mal Herbert",
"","Windham","Jamaica",,"",67,"Mary Alice Mal Herbert",
"","Orleans","Jay",,"",22,"Mary Alice Mal Herbert",
"","Chittenden","Jericho",,"",182,"Mary Alice Mal Herbert",
"","Lamoille","Johnson",,"",145,"Mary Alice Mal Herbert",
"","Rutland","Killington",,"",80,"Mary Alice Mal Herbert",
"","Caledonia","Kirby",,"",12,"Mary Alice Mal Herbert",
"","Bennington","Landgrove",,"",6,"Mary Alice Mal Herbert",
"","Addison","Leicester",,"",48,"Mary Alice Mal Herbert",
"","Essex","Lemington",,"",6,"Mary Alice Mal Herbert",
"","Addison","Lincoln",,"",56,"Mary Alice Mal Herbert",
"","Windham","Londonderry",,"",120,"Mary Alice Mal Herbert",
"","Orleans","Lowell",,"",52,"Mary Alice Mal Herbert",
"","Windsor","Ludlow",,"",151,"Mary Alice Mal Herbert",
"","Essex","Lunenburg",,"",80,"Mary Alice Mal Herbert",
"","Caledonia","Lyndon",,"",190,"Mary Alice Mal Herbert",
"","Essex","Maidstone",,"",8,"Mary Alice Mal Herbert",
"","Bennington","Manchester",,"",224,"Mary Alice Mal Herbert",
"","Windham","Marlboro",,"",65,"Mary Alice Mal Herbert",
"","Washington","Marshfield",,"",95,"Mary Alice Mal Herbert",
"","Rutland","Mendon",,"",55,"Mary Alice Mal Herbert",
"","Addison","Middlebury",,"",277,"Mary Alice Mal Herbert",
"","Washington","Middlesex",,"",81,"Mary Alice Mal Herbert",
"","Rutland","Middletown Springs",,"",56,"Mary Alice Mal Herbert",
"","Chittenden","Milton",,"",364,"Mary Alice Mal Herbert",
"","Chittenden","Milton",,"",58,"Mary Alice Mal Herbert",
"","Addison","Monkton",,"",89,"Mary Alice Mal Herbert",
"","Franklin","Montgomery",,"",71,"Mary Alice Mal Herbert",
"","Washington","Montpelier",,"",303,"Mary Alice Mal Herbert",
"","Washington","Moretown",,"",57,"Mary Alice Mal Herbert",
"","Orleans","Morgan",,"",30,"Mary Alice Mal Herbert",
"","Lamoille","Morristown",,"",231,"Mary Alice Mal Herbert",
"","Rutland","Mount Holly",,"",102,"Mary Alice Mal Herbert",
"","Rutland","Mount Tabor",,"",12,"Mary Alice Mal Herbert",
"","Addison","New Haven",,"",102,"Mary Alice Mal Herbert",
"","Caledonia","Newark",,"",48,"Mary Alice Mal Herbert",
"","Orange","Newbury",,"",113,"Mary Alice Mal Herbert",
"","Windham","Newfane",,"",147,"Mary Alice Mal Herbert",
"","Orleans","Newport City",,"",140,"Mary Alice Mal Herbert",
"","Orleans","Newport Town",,"",64,"Mary Alice Mal Herbert",
"","Grand Isle","North Hero",,"",36,"Mary Alice Mal Herbert",
"","Washington","Northfield",,"",188,"Mary Alice Mal Herbert",
"","Essex","Norton",,"",9,"Mary Alice Mal Herbert",
"","Windsor","Norwich",,"",127,"Mary Alice Mal Herbert",
"","Orange","Orange",,"",52,"Mary Alice Mal Herbert",
"","Addison","Orwell",,"",58,"Mary Alice Mal Herbert",
"","Addison","Panton",,"",20,"Mary Alice Mal Herbert",
"","Rutland","Pawlet",,"",89,"Mary Alice Mal Herbert",
"","Caledonia","Peacham",,"",36,"Mary Alice Mal Herbert",
"","Bennington","Peru",,"",24,"Mary Alice Mal Herbert",
"","Rutland","Pittsfield",,"",35,"Mary Alice Mal Herbert",
"","Rutland","Pittsford",,"",133,"Mary Alice Mal Herbert",
"","Washington","Plainfield",,"",57,"Mary Alice Mal Herbert",
"","Windsor","Plymouth",,"",33,"Mary Alice Mal Herbert",
"","Windsor","Pomfret",,"",53,"Mary Alice Mal Herbert",
"","Rutland","Poultney",,"",172,"Mary Alice Mal Herbert",
"","Bennington","Pownal",,"",260,"Mary Alice Mal Herbert",
"","Rutland","Proctor",,"",75,"Mary Alice Mal Herbert",
"","Windham","Putney",,"",314,"Mary Alice Mal Herbert",
"","Orange","Randolph",,"",243,"Mary Alice Mal Herbert",
"","Windsor","Reading",,"",36,"Mary Alice Mal Herbert",
"","Bennington","Readsboro",,"",53,"Mary Alice Mal Herbert",
"","Franklin","Richford",,"",106,"Mary Alice Mal Herbert",
"","Chittenden","Richmond",,"",158,"Mary Alice Mal Herbert",
"","Addison","Ripton",,"",23,"Mary Alice Mal Herbert",
"","Windsor","Rochester",,"",70,"Mary Alice Mal Herbert",
"","Windham","Rockingham",,"",373,"Mary Alice Mal Herbert",
"","Washington","Roxbury",,"",37,"Mary Alice Mal Herbert",
"","Windsor","Royalton",,"",146,"Mary Alice Mal Herbert",
"","Bennington","Rupert",,"",38,"Mary Alice Mal Herbert",
"","Rutland","Rutland City",,"",191,"Mary Alice Mal Herbert",
"","Rutland","Rutland City",,"",182,"Mary Alice Mal Herbert",
"","Rutland","Rutland City",,"",185,"Mary Alice Mal Herbert",
"","Rutland","Rutland City",,"",175,"Mary Alice Mal Herbert",
"","Rutland","Rutland Town",,"",164,"Mary Alice Mal Herbert",
"","Caledonia","Ryegate",,"",49,"Mary Alice Mal Herbert",
"","Addison","Salisbury",,"",50,"Mary Alice Mal Herbert",
"","Bennington","Sandgate",,"",27,"Mary Alice Mal Herbert",
"","Bennington","Searsburg",,"",14,"Mary Alice Mal Herbert",
"","Bennington","Shaftsbury",,"",205,"Mary Alice Mal Herbert",
"","Windsor","Sharon",,"",75,"Mary Alice Mal Herbert",
"","Caledonia","Sheffield",,"",48,"Mary Alice Mal Herbert",
"","Chittenden","Shelburne",,"",130,"Mary Alice Mal Herbert",
"","Chittenden","Shelburne",,"",108,"Mary Alice Mal Herbert",
"","Franklin","Sheldon",,"",73,"Mary Alice Mal Herbert",
"","Addison","Shoreham",,"",60,"Mary Alice Mal Herbert",
"","Rutland","Shrewsbury",,"",48,"Mary Alice Mal Herbert",
"","Chittenden","South Burlington",,"",160,"Mary Alice Mal Herbert",
"","Chittenden","South Burlington",,"",175,"Mary Alice Mal Herbert",
"","Chittenden","South Burlington",,"",190,"Mary Alice Mal Herbert",
"","Chittenden","South Burlington",,"",189,"Mary Alice Mal Herbert",
"","Grand Isle","South Hero",,"",71,"Mary Alice Mal Herbert",
"","Windsor","Springfield",,"",32,"Mary Alice Mal Herbert",
"","Windsor","Springfield",,"",591,"Mary Alice Mal Herbert",
"",,"Saint  Albans City",,"",220,"Mary Alice Mal Herbert",
"",,"Saint  Albans Town",,"",79,"Mary Alice Mal Herbert",
"",,"Saint  Albans Town",,"",146,"Mary Alice Mal Herbert",
"",,"Saint  George",,"",19,"Mary Alice Mal Herbert",
"",,"Saint  Johnsbury",,"",286,"Mary Alice Mal Herbert",
"","Bennington","Stamford",,"",51,"Mary Alice Mal Herbert",
"","Caledonia","Stannard",,"",10,"Mary Alice Mal Herbert",
"","Addison","Starksboro",,"",93,"Mary Alice Mal Herbert",
"","Windsor","Stockbridge",,"",46,"Mary Alice Mal Herbert",
"","Lamoille","Stowe",,"",182,"Mary Alice Mal Herbert",
"","Orange","Strafford",,"",47,"Mary Alice Mal Herbert",
"","Windham","Stratton",,"",12,"Mary Alice Mal Herbert",
"","Rutland","Sudbury",,"",23,"Mary Alice Mal Herbert",
"","Bennington","Sunderland",,"",10,"Mary Alice Mal Herbert",
"","Bennington","Sunderland",,"",47,"Mary Alice Mal Herbert",
"","Caledonia","Sutton",,"",35,"Mary Alice Mal Herbert",
"","Franklin","Swanton",,"",226,"Mary Alice Mal Herbert",
"","Orange","Thetford",,"",118,"Mary Alice Mal Herbert",
"","Rutland","Tinmouth",,"",11,"Mary Alice Mal Herbert",
"","Rutland","Tinmouth",,"",30,"Mary Alice Mal Herbert",
"","Orange","Topsham",,"",50,"Mary Alice Mal Herbert",
"","Windham","Townshend",,"",114,"Mary Alice Mal Herbert",
"","Orleans","Troy",,"",14,"Mary Alice Mal Herbert",
"","Orleans","Troy",,"",54,"Mary Alice Mal Herbert",
"","Orange","Tunbridge",,"",57,"Mary Alice Mal Herbert",
"","Chittenden","Underhill",,"",130,"Mary Alice Mal Herbert",
"","Addison","Vergennes",,"",106,"Mary Alice Mal Herbert",
"","Windham","Vernon",,"",197,"Mary Alice Mal Herbert",
"","Orange","Vershire",,"",39,"Mary Alice Mal Herbert",
"","Essex","Victory",,"",11,"Mary Alice Mal Herbert",
"","Washington","Waitsfield",,"",91,"Mary Alice Mal Herbert",
"","Caledonia","Walden",,"",53,"Mary Alice Mal Herbert",
"","Rutland","Wallingford",,"",103,"Mary Alice Mal Herbert",
"","Addison","Waltham",,"",20,"Mary Alice Mal Herbert",
"","Windham","Wardsboro",,"",60,"Mary Alice Mal Herbert",
"","Washington","Warren",,"",101,"Mary Alice Mal Herbert",
"","Orange","Washington",,"",49,"Mary Alice Mal Herbert",
"","Washington","Waterbury",,"",192,"Mary Alice Mal Herbert",
"","Caledonia","Waterford",,"",57,"Mary Alice Mal Herbert",
"","Lamoille","Waterville",,"",40,"Mary Alice Mal Herbert",
"","Windsor","Weathersfield",,"",235,"Mary Alice Mal Herbert",
"","Rutland","Wells",,"",77,"Mary Alice Mal Herbert",
"","Orange","West Fairlee",,"",37,"Mary Alice Mal Herbert",
"","Rutland","West Haven",,"",13,"Mary Alice Mal Herbert",
"","Rutland","West Rutland",,"",126,"Mary Alice Mal Herbert",
"","Windsor","West Windsor",,"",71,"Mary Alice Mal Herbert",
"","Orleans","Westfield",,"",33,"Mary Alice Mal Herbert",
"","Chittenden","Westford",,"",100,"Mary Alice Mal Herbert",
"","Windham","Westminster",,"",13,"Mary Alice Mal Herbert",
"","Windham","Westminster",,"",290,"Mary Alice Mal Herbert",
"","Orleans","Westmore",,"",20,"Mary Alice Mal Herbert",
"","Windsor","Weston",,"",39,"Mary Alice Mal Herbert",
"","Addison","Weybridge",,"",33,"Mary Alice Mal Herbert",
"","Caledonia","Wheelock",,"",50,"Mary Alice Mal Herbert",
"","Addison","Whiting",,"",18,"Mary Alice Mal Herbert",
"","Windham","Whitingham",,"",91,"Mary Alice Mal Herbert",
"","Windham","Whitingham",,"",5,"Mary Alice Mal Herbert",
"","Orange","Williamstown",,"",130,"Mary Alice Mal Herbert",
"","Chittenden","Williston",,"",306,"Mary Alice Mal Herbert",
"","Windham","Wilmington",,"",162,"Mary Alice Mal Herbert",
"","Windham","Windham",,"",49,"Mary Alice Mal Herbert",
"","Windsor","Windsor",,"",239,"Mary Alice Mal Herbert",
"","Bennington","Winhall",,"",50,"Mary Alice Mal Herbert",
"","Chittenden","Winooski",,"",299,"Mary Alice Mal Herbert",
"","Lamoille","Wolcott",,"",80,"Mary Alice Mal Herbert",
"","Washington","Woodbury",,"",44,"Mary Alice Mal Herbert",
"","Bennington","Woodford",,"",29,"Mary Alice Mal Herbert",
"","Windsor","Woodstock",,"",160,"Mary Alice Mal Herbert",
"","Washington","Worcester",,"",53,"Mary Alice Mal Herbert",
"","Addison","Addison",,"",0,"Write Ins",
"","Orleans","Albany",,"",0,"Write Ins",
"","Grand Isle","Alburgh",,"",2,"Write Ins",
"","Windsor","Andover",,"",1,"Write Ins",
"","Bennington","Arlington",,"",0,"Write Ins",
"","Windham","Athens",,"",0,"Write Ins",
"","Franklin","Bakersfield",,"",0,"Write Ins",
"","Windsor","Baltimore",,"",0,"Write Ins",
"","Windsor","Barnard",,"",0,"Write Ins",
"","Caledonia","Barnet",,"",3,"Write Ins",
"","Washington","Barre City",,"",12,"Write Ins",
"","Washington","Barre Town",,"",10,"Write Ins",
"","Orleans","Barton",,"",2,"Write Ins",
"","Lamoille","Belvidere",,"",1,"Write Ins",
"","Bennington","Bennington",,"",4,"Write Ins",
"","Bennington","Bennington",,"",3,"Write Ins",
"","Rutland","Benson",,"",2,"Write Ins",
"","Franklin","Berkshire",,"",1,"Write Ins",
"","Washington","Berlin",,"",0,"Write Ins",
"","Windsor","Bethel",,"",6,"Write Ins",
"","Essex","Bloomfield",,"",0,"Write Ins",
"","Chittenden","Bolton",,"",0,"Write Ins",
"","Orange","Bradford",,"",2,"Write Ins",
"","Orange","Braintree",,"",1,"Write Ins",
"","Rutland","Brandon",,"",1,"Write Ins",
"","Windham","Brattleboro",,"",3,"Write Ins",
"","Windham","Brattleboro",,"",2,"Write Ins",
"","Windham","Brattleboro",,"",0,"Write Ins",
"","Windsor","Bridgewater",,"",0,"Write Ins",
"","Addison","Bridport",,"",1,"Write Ins",
"","Essex","Brighton",,"",1,"Write Ins",
"","Addison","Bristol",,"",5,"Write Ins",
"","Orange","Brookfield",,"",1,"Write Ins",
"","Windham","Brookline",,"",0,"Write Ins",
"","Orleans","Brownington",,"",1,"Write Ins",
"","Essex","Brunswick",,"",0,"Write Ins",
"","Caledonia","Burke",,"",3,"Write Ins",
"","Chittenden","Burlington",,"",10,"Write Ins",
"","Chittenden","Burlington",,"",10,"Write Ins",
