election_value,title
83751,1928 Secretary of State Republican Primary
83752,1928 Auditor Republican Primary
83753,1928 Attorney General Republican Primary
83754,1928 U.S. Senate Democratic Primary
83755,1928 U.S. House Democratic Primary  1st District
83756,1928 U.S. House Democratic Primary  2nd District
83757,1928 Governor Democratic Primary
83758,1928 Lieutenant Governor Democratic Primary
83759,1928 Treasurer Democratic Primary
83760,1928 Secretary of State Democratic Primary
83761,1928 Auditor Democratic Primary
83762,1928 Attorney General Democratic Primary
83763,1930 U.S. House Republican Primary  1st District
83764,1930 U.S. House Republican Primary  2nd District
83765,1930 Governor Republican Primary
83766,1930 Lieutenant Governor Republican Primary
83767,1930 Treasurer Republican Primary
83768,1930 Secretary of State Republican Primary
83769,1930 Auditor Republican Primary
83770,1930 Attorney General Republican Primary
83771,1930 U.S. House Democratic Primary  1st District
83772,1930 U.S. House Democratic Primary  2nd District
83773,1930 Governor Democratic Primary
83774,1930 Lieutenant Governor Democratic Primary
83775,1930 Treasurer Democratic Primary
83776,1930 Secretary of State Democratic Primary
83777,1930 Auditor Democratic Primary
83778,1930 Attorney General Democratic Primary
83779,1931 U.S. Senate Special Repubilcan Primary
83780,1932 U.S. Senate Republican Primary
83781,1932 U.S. House Republican Primary
83782,1932 Governor Republican Primary
83783,1932 Lieutenant Governor Republican Primary
83784,1932 Treasurer Republican Primary
83785,1932 Secretary of State Republican Primary
83786,1932 Auditor Republican Primary
83787,1932 Attorney General Republican Primary
83788,1932 U.S. Senate Democratic Primary
83789,1932 U.S. House Democratic Primary
83790,1932 Governor Democratic Primary
83791,1932 Lieutenant Governor Democratic Primary
83792,1932 Treasurer Democratic Primary
83793,1932 Secretary of State Democratic Primary
83794,1932 Auditor Democratic Primary
83795,1932 Attorney General Democratic Primary
83796,1933 U.S. Senate Special Republican Primary
83797,1933 U.S. House Special Republican Primary
83798,1933 U.S. Senate Special Democratic Primary
83799,1933 U.S. House Special Democratic Primary
83800,1934 U.S. Senate Republican Primary
83801,1934 U.S. House Republican Primary
83802,1934 Governor Republican Primary
83803,1934 Lieutenant Governor Republican Primary
83804,1934 Treasurer Republican Primary
83805,1934 Secretary of State Republican Primary
83806,1934 Auditor Republican Primary
83807,1934 Attorney General Republican Primary
83808,1934 U.S. Senate Democratic Primary
83809,1934 U.S. House Democratic Primary
83810,1934 Governor Democratic Primary
83811,1934 Lieutenant Governor Democratic Primary
83812,1934 Treasurer Democratic Primary
83813,1934 Secretary of State Democratic Primary
83814,1934 Auditor Democratic Primary
83815,1934 Attorney General Democratic Primary
83816,1936 U.S. House Republican Primary
83817,1936 Governor Republican Primary
83818,1936 Lieutenant Governor Republican Primary
83819,1936 Treasurer Republican Primary
83820,1936 Secretary of State Republican Primary
83821,1936 Auditor Republican Primary
83822,1936 Attorney General Republican Primary
83823,1936 U.S. House Democratic Primary
83824,1936 Governor Democratic Primary
83825,1936 Lieutenant Governor Democratic Primary
83826,1936 Treasurer Democratic Primary
83827,1936 Secretary of State Democratic Primary
83828,1936 Auditor Democratic Primary
83829,1936 Attorney General Democratic Primary
83830,1938 U.S. Senate Republican Primary
83831,1938 U.S. House Republican Primary
83832,1938 Governor Republican Primary
83833,1938 Lieutenant Governor Republican Primary
83834,1938 Treasurer Republican Primary
83835,1938 Secretary of State Republican Primary
83836,1938 Auditor Republican Primary
83837,1938 Attorney General Republican Primary
83838,1938 U.S. Senate Democratic Primary
83839,1938 U.S. House Democratic Primary
83840,1938 Governor Democratic Primary
83841,1938 Lieutenant Governor Democratic Primary
83842,1938 Treasurer Democratic Primary
83843,1938 Secretary of State Democratic Primary
83844,1938 Auditor Democratic Primary
83845,1938 Attorney General Democratic Primary
83846,1940 U.S. Senate Republican Primary
83847,1940 U.S. Senate Special Republican Primary
83848,1940 U.S. House Republican Primary
83849,1940 Governor Republican Primary
83850,1940 Lieutenant Governor Republican Primary
83851,1940 Treasurer Republican Primary
83852,1940 Secretary of State Republican Primary
83853,1940 Auditor Republican Primary
83854,1940 Attorney General Republican Primary
83855,1940 U.S. Senate Democratic Primary
83856,1940 U.S. Senate Special Democratic Primary
83857,1940 U.S. House Democratic Primary
83858,1940 Governor Democratic Primary
83859,1940 Lieutenant Governor Democratic Primary
83860,1940 Treasurer Democratic Primary
83861,1940 Secretary of State Democratic Primary
83862,1940 Auditor Democratic Primary
83863,1940 Attorney General Democratic Primary
83864,1942 U.S. House Republican Primary
83865,1942 Governor Republican Primary
83866,1942 Lieutenant Governor Republican Primary
83867,1942 Treasurer Republican Primary
83868,1942 Secretary of State Republican Primary
83869,1942 Auditor Republican Primary
83870,1942 Attorney General Republican Primary
83871,1942 U.S. House Democratic Primary
83872,1942 Governor Democratic Primary
83873,1942 Lieutenant Governor Democratic Primary
83874,1942 Treasurer Democratic Primary
83875,1942 Secretary of State Democratic Primary
83876,1942 Auditor Democratic Primary
83877,1942 Attorney General Democratic Primary
83878,1944 U.S. Senate Republican Primary
83879,1944 U.S. House Republican Primary
83880,1944 Governor Republican Primary
83881,1944 Lieutenant Governor Republican Primary
83882,1944 Treasurer Republican Primary
83883,1944 Secretary of State Republican Primary
83884,1944 Auditor Republican Primary
83885,1944 Attorney General Republican Primary
83886,1944 U.S. Senate Democratic Primary
83887,1944 U.S. House Democratic Primary
83888,1944 Governor Democratic Primary
83889,1944 Lieutenant Governor Democratic Primary
83890,1944 Treasurer Democratic Primary
83891,1944 Secretary of State Democratic Primary
83892,1944 Auditor Democratic Primary
83893,1944 Attorney General Democratic Primary
83894,1946 U.S. Senate Republican Primary
83895,1946 U.S. House Republican Primary
83896,1946 Governor Republican Primary
83897,1946 Lieutenant Governor Republican Primary
83898,1946 Treasurer Republican Primary
83899,1946 Secretary of State Republican Primary
83900,1946 Auditor Republican Primary
83901,1946 Attorney General Republican Primary
83902,1946 U.S. Senate Democratic Primary
83903,1946 U.S. House Democratic Primary
83904,1946 Governor Democratic Primary
83905,1946 Lieutenant Governor Democratic Primary
83906,1946 Treasurer Democratic Primary
83907,1946 Secretary of State Democratic Primary
83908,1946 Auditor Democratic Primary
83909,1946 Attorney General Democratic Primary
83910,1948 U.S. House Republican Primary
83911,1948 Governor Republican Primary
83912,1948 Lieutenant Governor Republican Primary
83913,1948 Treasurer Republican Primary
83914,1948 Secretary of State Republican Primary
83915,1948 Auditor Republican Primary
83916,1948 Attorney General Republican Primary
83917,1948 U.S. House Democratic Primary
83918,1948 Governor Democratic Primary
83919,1948 Lieutenant Governor Democratic Primary
83920,1948 Treasurer Democratic Primary
83921,1948 Secretary of State Democratic Primary
83922,1948 Auditor Democratic Primary
83923,1948 Attorney General Democratic Primary
