election_value,title,year,election_type,district,party,office
78383,1990 State Representative General Election Caledonia 1 District,1990,General,Caledonia 1,NA,State Representative
78384,1990 State Representative General Election Caledonia 2 District,1990,General,Caledonia 2,NA,State Representative
78385,1990 State Representative General Election Caledonia 3-1 District,1990,General,Caledonia 3-1,NA,State Representative
78386,1990 State Representative General Election Caledonia 3-2 District,1990,General,Caledonia 3-2,NA,State Representative
78387,1990 State Representative General Election Caledonia-Essex 1 District,1990,General,Caledonia-Essex 1,NA,State Representative
78388,1990 State Representative General Election Caledonia-Essex 2 District,1990,General,Caledonia-Essex 2,NA,State Representative
78389,1990 State Representative General Election Caledonia-Orange 1 District,1990,General,Caledonia-Orange 1,NA,State Representative
78390,1990 State Representative General Election Chittenden 1 District,1990,General,Chittenden 1,NA,State Representative
78391,1990 State Representative General Election Chittenden 2-1 District,1990,General,Chittenden 2-1,NA,State Representative
78392,1990 State Representative General Election Chittenden 2-2 District,1990,General,Chittenden 2-2,NA,State Representative
78393,1990 State Representative General Election Chittenden 3 District,1990,General,Chittenden 3,NA,State Representative
78394,1990 State Representative General Election Chittenden 4 District,1990,General,Chittenden 4,NA,State Representative
78395,1990 State Representative General Election Chittenden 5-1 District,1990,General,Chittenden 5-1,NA,State Representative
78396,1990 State Representative General Election Chittenden 5-2 District,1990,General,Chittenden 5-2,NA,State Representative
78397,1990 State Representative General Election Chittenden 6-1 District,1990,General,Chittenden 6-1,NA,State Representative
78398,1990 State Representative General Election Chittenden 6-2 District,1990,General,Chittenden 6-2,NA,State Representative
78399,1990 State Representative General Election Chittenden 6-3 District,1990,General,Chittenden 6-3,NA,State Representative
78400,1990 State Representative General Election Chittenden 7-1 District,1990,General,Chittenden 7-1,NA,State Representative
78401,1990 State Representative General Election Chittenden 7-2 District,1990,General,Chittenden 7-2,NA,State Representative
78402,1990 State Representative General Election Chittenden 7-3 District,1990,General,Chittenden 7-3,NA,State Representative
78403,1990 State Representative General Election Chittenden 7-4 District,1990,General,Chittenden 7-4,NA,State Representative
78404,1990 State Representative General Election Chittenden 7-5 District,1990,General,Chittenden 7-5,NA,State Representative
78405,1990 State Representative General Election Chittenden 7-6 District,1990,General,Chittenden 7-6,NA,State Representative
78406,1990 State Representative General Election Chittenden 7-7 District,1990,General,Chittenden 7-7,NA,State Representative
78407,1990 State Representative General Election Chittenden 8 District,1990,General,Chittenden 8,NA,State Representative
78408,1990 State Representative General Election Chittenden 9-1 District,1990,General,Chittenden 9-1,NA,State Representative
78409,1990 State Representative General Election Chittenden 9-2 District,1990,General,Chittenden 9-2,NA,State Representative
78410,1990 State Representative General Election Chittenden-Franklin 1 District,1990,General,Chittenden-Franklin 1,NA,State Representative
78411,1990 State Representative General Election Chittenden-Washington 1 District,1990,General,Chittenden-Washington 1,NA,State Representative
78412,1990 State Representative General Election Essex 1 District,1990,General,Essex 1,NA,State Representative
78413,1990 State Representative General Election Franklin 1 District,1990,General,Franklin 1,NA,State Representative
78414,1990 State Representative General Election Franklin 2 District,1990,General,Franklin 2,NA,State Representative
78415,1990 State Representative General Election Franklin 3 District,1990,General,Franklin 3,NA,State Representative
78416,1990 State Representative General Election Franklin 4 District,1990,General,Franklin 4,NA,State Representative
78417,1990 State Representative General Election Franklin 5 District,1990,General,Franklin 5,NA,State Representative
78418,1990 State Representative General Election Franklin 6-1 District,1990,General,Franklin 6-1,NA,State Representative
78419,1990 State Representative General Election Franklin 6-2 District,1990,General,Franklin 6-2,NA,State Representative
78420,1990 State Representative General Election Franklin-Grand Isle 1 District,1990,General,Franklin-Grand Isle 1,NA,State Representative
78421,1990 State Representative General Election Franklin-Lamoille 1 District,1990,General,Franklin-Lamoille 1,NA,State Representative
78422,1990 State Representative General Election Grand Isle 1 District,1990,General,Grand Isle 1,NA,State Representative
78423,1990 State Representative General Election Lamoille 1 District,1990,General,Lamoille 1,NA,State Representative
78424,1990 State Representative General Election Lamoille 2 District,1990,General,Lamoille 2,NA,State Representative
78425,1990 State Representative General Election Lamoille 3 District,1990,General,Lamoille 3,NA,State Representative
78426,1990 State Representative General Election Orange 1 District,1990,General,Orange 1,NA,State Representative
78427,1990 State Representative General Election Orange 2 District,1990,General,Orange 2,NA,State Representative
78428,1990 State Representative General Election Orange 3 District,1990,General,Orange 3,NA,State Representative
78429,1990 State Representative General Election Orange 4 District,1990,General,Orange 4,NA,State Representative
78430,1990 State Representative General Election Orange-Windsor 1 District,1990,General,Orange-Windsor 1,NA,State Representative
78431,1990 State Representative General Election Orleans 1 District,1990,General,Orleans 1,NA,State Representative
78432,1990 State Representative General Election Orleans 2 District,1990,General,Orleans 2,NA,State Representative
78433,1990 State Representative General Election Orleans 3 District,1990,General,Orleans 3,NA,State Representative
78434,1990 State Representative General Election Orleans 4 District,1990,General,Orleans 4,NA,State Representative
78435,1990 State Representative General Election Rutland 1 District,1990,General,Rutland 1,NA,State Representative
78436,1990 State Representative General Election Rutland 2 District,1990,General,Rutland 2,NA,State Representative
78437,1990 State Representative General Election Rutland 3 District,1990,General,Rutland 3,NA,State Representative
78438,1990 State Representative General Election Rutland 4 District,1990,General,Rutland 4,NA,State Representative
78439,1990 State Representative General Election Rutland 5 District,1990,General,Rutland 5,NA,State Representative
78440,1990 State Representative General Election Rutland 6-1 District,1990,General,Rutland 6-1,NA,State Representative
78441,1990 State Representative General Election Rutland 6-2 District,1990,General,Rutland 6-2,NA,State Representative
78442,1990 State Representative General Election Rutland 6-3 District,1990,General,Rutland 6-3,NA,State Representative
78443,1990 State Representative General Election Rutland 6-4 District,1990,General,Rutland 6-4,NA,State Representative
78444,1990 State Representative General Election Rutland 7 District,1990,General,Rutland 7,NA,State Representative
78445,1990 State Representative General Election Rutland 8 District,1990,General,Rutland 8,NA,State Representative
78446,1990 State Representative General Election Rutland-Windsor 1 District,1990,General,Rutland-Windsor 1,NA,State Representative
78447,1990 State Representative General Election Washington 1 District,1990,General,Washington 1,NA,State Representative
78448,1990 State Representative General Election Washington 2 District,1990,General,Washington 2,NA,State Representative
78449,1990 State Representative General Election Washington 3 District,1990,General,Washington 3,NA,State Representative
78450,1990 State Representative General Election Washington 4-1 District,1990,General,Washington 4-1,NA,State Representative
78451,1990 State Representative General Election Washington 4-2 District,1990,General,Washington 4-2,NA,State Representative
